recommended_action,final_score,programmeName,normalized_domain,review_providers,photo_signal,measurement_signal,gap_tags,primarySector,subSectors,approvalRate,epc,awinIndex,feedEnabled,productReporting,primaryRegion,displayUrl,sample_product_urls,already_in_lead_or_sovrn,existing_data_dir_found,existing_scrape_doc_found,existing_claim_found,probe_status,notes,advertiserId,base_gap_score
request_to_join_p1_scrape_likely,248.4,Anemos Swim (US),anemosswim.com,Okendo;Loox;Yotpo,yes,yes,swim_shapewear;general_womenswear,Clothing,Clothing|Womenswear,100.00,0.17,65.4653,no,yes,US,https://anemosswim.com/,https://anemosswim.com/products/tortoise-bandeau-bikini-top-in-green-vertical-stripes | https://anemosswim.com/products/plunging-knot-wrap-dress-in-crochet-knit | https://anemosswim.com/products/gisele-maxi-dress-in-crochet-knit | https://anemosswim.com/products/l-a-button-down-wrap-midi-dress-in-stretch-cotton | https://anemosswim.com/products/hume-tank-top-in-stretch-cotton,no,no,no,no,http_200;products_json_6,,28357,140.0
request_to_join_p1_scrape_likely,247.4,Foray Golf,foraygolf.com,Okendo;Loox;Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Sports Equipment|Sportswear|Womenswear,100.00,0.37,70.2258,no,no,US,https://www.foraygolf.com/,https://foraygolf.com/products/pleated-performance-skirt | https://foraygolf.com/products/printed-qtr-zip-rib-layering | https://foraygolf.com/products/seersucker-bomber-jacket | https://foraygolf.com/products/seersucker-flare-skirt | https://foraygolf.com/products/seersucker-sl-button-down-polo,no,no,no,no,http_200;products_json_6,,15909,145.0
request_to_join_p1_scrape_likely,246.7,Heyjoanie LLC,heyjoanie.com,Judge.me,yes,yes,bottoms_denim_active;petite_tall;general_womenswear,Clothing,Clothing,33.33,18.41,34.1739,no,yes,US,https://www.heyjoanie.com,https://www.heyjoanie.com/collections/new-in/products/hj007 | https://www.heyjoanie.com/collections/new-in/products/slope-curve-jeans-hj039 | https://www.heyjoanie.com/collections/new-in/products/arc-jean-hj055-1,no,no,no,no,home_ok,,101359,130.0
request_to_join_p1_scrape_likely,245.0,Boxraw US,boxraw.com,Reviews.io,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Menswear|Sports Equipment|Sportswear|Womenswear,0.00,0.00,0,yes,yes,US,https://boxraw.com/,https://boxraw.com/products/bivol-x-boxraw-controlled-aggression-oversized-hoodie-black | https://boxraw.com/products/bivol-x-boxraw-pendulum-oversized-hoodie-white | https://boxraw.com/products/bivol-sparring-club-oversized-t-shirt-washed-black,no,no,no,no,home_ok,,27830,145.0
skip_existing_or_refresh_only,244.6,SwimOutlet (US),swimoutlet.com,Okendo,yes,yes,swim_shapewear;general_womenswear,Clothing,Clothing|Clothing Accessories|Menswear|Womenswear,99.84,0.48,0,no,no,US,https://www.swimoutlet.com/,https://www.swimoutlet.com/products/sporti-hydrolast-chlorine-resistant-moderate-scoop-back-one-piece-swimsuit-20-8228903 | https://www.swimoutlet.com/products/sporti-hydrolast-chlorine-resistant-conservative-scoop-back-one-piece-swimsuit-20-8228902 | https://www.swimoutlet.com/products/sporti-hydrolast-spring-garden-chlorine-resistant-moderate-scoop-back-one-piece-swimsuit-20-8228906,yes,yes,no,no,home_ok,,63140,140.0
skip_existing_or_refresh_only,244.4,Superfit Hero,superfithero.com,Loox;Judge.me,yes,yes,bottoms_denim_active;plus_curve,Clothing,Clothing,92.19,0.05,51.4988,yes,yes,US,https://superfithero.com,https://superfithero.com/products/supercool-pocket-shorts-9-inch-black | https://superfithero.com/products/supercool-pocket-shorts-9-inch-cinnamon | https://superfithero.com/products/supercool-pocket-ankle-leggings-black,yes,yes,no,no,home_ok,,59275,125.0
request_to_join_p1_scrape_likely,243.0,Forecast Surf (US),forecastsurf.com,Reviews.io;Okendo;Loox;Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Sports Equipment,Clothing|Clothing Accessories|Electronic Accessories|Green (Eco friendly)|Menswear|Sports Equipment|Sportswear|Womenswear,100.00,0.15,0,no,no,US,https://www.forecastsurf.com/,https://forecastsurf.com/products/litorale-crew-sweatshirt-copy-1 | https://forecastsurf.com/products/foreshadow-hoodie-silvery-logo | https://forecastsurf.com/products/onda-hoodie-copy | https://forecastsurf.com/products/phantom-set-ss-tee-copy | https://forecastsurf.com/products/forecast-womens-ss-tee-copy,no,no,no,no,http_200;products_json_6,,122918,145.0
request_to_join_p1_scrape_likely,242.2,Left on Friday,leftonfriday.com,Yotpo,yes,yes,swim_shapewear;general_womenswear,Womenswear,Clothing|Womenswear,100.00,0.36,63.8351,no,no,US,https://leftonfriday.com/,https://leftonfriday.com/products/rays-suit-shortie-first-place | https://leftonfriday.com/products/rays-suit-shortie-sweet-chili-heat | https://leftonfriday.com/products/rays-suit-shortie-jet,no,no,no,no,home_ok,,86407,140.0
request_to_join_p1_scrape_likely,240.5,Hey Honey,hey-honey.com,Judge.me;Okendo;Loox;Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Sportswear|Womenswear,79.27,0.23,58.5231,no,no,DE,https://www.hey-honey.com/,https://hey-honey.com/products/bustier-holiday | https://hey-honey.com/products/gift-card | https://hey-honey.com/products/criss-cross-bra-lilac-breeze | https://hey-honey.com/products/biker-ribbed-juicy | https://hey-honey.com/products/longline-tank-ribbed-jiucy,no,no,no,no,http_200;products_json_6,,72301,145.0
request_to_join_p1_scrape_likely,240.4,437 (US),shop437.com,Loox,yes,yes,bottoms_denim_active;general_womenswear,Womenswear,Clothing|Clothing Accessories|Sportswear|Womenswear,100.00,0.02,45.13,no,no,US,https://shop437.com/,https://shop437.com/products/signature-437-bundle | https://shop437.com/products/the-v-legging-espresso | https://shop437.com/products/the-v-legging-black,no,no,no,no,home_ok,,29465,145.0
request_to_join_p1_scrape_likely,240.0,Who Shirt Company (US),whoshirtcompany.com,Okendo;Loox;Yotpo,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing|Womenswear,0.00,0.00,0,no,no,US,https://whoshirtcompany.com/,https://whoshirtcompany.com/products/maya | https://whoshirtcompany.com/products/free-bra-insert | https://whoshirtcompany.com/products/toni,no,no,no,no,http_200;products_json_3,,22686,165.0
skip_existing_or_refresh_only,240.0,Niidor,niidor.com,Loox,yes,yes,full_bust_lingerie;general_womenswear,Lingerie,Clothing|Clothing Accessories|Health & Beauty|Lingerie|Womenswear,0.00,0.00,0,yes,no,US,https://niidor.com/,https://niidor.com/products/high-waist-smoothing-shorts | https://niidor.com/products/breathable-magnetic-closure-adhesive-bra | https://niidor.com/products/push-up-thin-bra-pads,yes,yes,no,yes,home_ok,,117505,150.0
request_to_join_p1_scrape_likely,240.0,Newton's First Clothing,newtonsfirstclothing.com,Judge.me,yes,yes,bottoms_denim_active;petite_tall,Clothing,Clothing,100.00,1.25,57.0546,no,yes,US,https://newtonsfirstclothing.com,https://newtonsfirstclothing.com/products/duncan-pant-2-0 | https://newtonsfirstclothing.com/products/carl-track-pant | https://newtonsfirstclothing.com/products/byron-short,no,no,no,no,home_ok,,98607,110.0
request_to_join_p1_scrape_likely,240.0,Oner Active Global,us.oneractive.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Sportswear,92.84,1.07,61.6412,yes,no,GB,https://us.oneractive.com/,https://us.oneractive.com/products/cotton-icon-baby-t-shirt-soft-black | https://us.oneractive.com/products/mid-length-puffer-jacket-truffle-brown | https://us.oneractive.com/products/softmotion-long-sleeve-crop-top-with-white-logo-soft-black,no,no,no,no,home_ok,,23707,110.0
request_to_join_p1_scrape_likely,240.0,PLAYALUXE US,playaluxe.com,Loox,yes,yes,plus_curve;general_womenswear,Clothing,Clothing|Green (Eco friendly)|Menswear|Womenswear,50.00,2.66,0,yes,no,US,https://playaluxe.com/,https://playaluxe.com/products/mykonos-mesh-shirt-pink | https://playaluxe.com/products/mykonos-mesh-shirt-green | https://playaluxe.com/products/mykonos-mesh-pant-pink,no,no,no,no,home_ok,,102335,115.0
request_to_join_p1_scrape_likely,239.7,Helen Jon,helenjon.com,Judge.me,yes,yes,swim_shapewear;general_womenswear,Clothing,Clothing,99.53,0.74,82.7406,yes,yes,US,https://www.helenjon.com,https://www.helenjon.com/products/clutch-kc-current | https://www.helenjon.com/products/beach-tote-kc-current | https://www.helenjon.com/products/pareo-lagos-copy,no,no,no,no,home_ok,,65426,105.0
request_to_join_p1_scrape_likely,237.8,Gatherall,wegatherall.com,Judge.me,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,100.00,0.14,52.7897,no,yes,US,https://www.wegatherall.com,https://wegatherall.com/products/protective-sheet-replacements | https://wegatherall.com/products/gatherall-east-west-tote-1 | https://wegatherall.com/products/lifting-duo-1,no,no,no,no,home_ok,,96839,130.0
request_to_join_p1_scrape_likely,237.8,RaveFix,ravefix.com,Stamped,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.39,54.9707,yes,yes,US,https://www.ravefix.com,https://www.ravefix.com/products/bunny-beach-1-pc-swimsuit-1 | https://www.ravefix.com/products/midnight-vixen-mesh-bodysuit | https://www.ravefix.com/products/bunny-world-2-pc-bikini-set,no,no,no,no,home_ok,,97073,110.0
skip_existing_or_refresh_only,237.6,Au Natural,liveaunatural.com,Loox,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,100.00,0.13,52.5289,no,yes,US,https://www.liveaunatural.com,https://liveaunatural.com/products/seamless-triangle-bra | https://liveaunatural.com/products/seamless-scoop-bra | https://liveaunatural.com/products/untitled-may23_09-14,yes,yes,no,yes,home_ok,,39342,130.0
request_to_join_p1_scrape_likely,236.8,Rip-It Sports (US),ripit.com,Bazaarvoice,yes,yes,bottoms_denim_active;general_womenswear,Sports Equipment,Clothing|Shoes|Sports Equipment|Sportswear|Womenswear,40.00,0.44,62.5551,no,no,US,https://www.ripit.com/,https://www.ripit.com/products/womens-rip-it-one-step-faster-tee | https://www.ripit.com/products/womens-swiftstep-future-volleyball-court-shoe | https://www.ripit.com/products/womens-swiftstep-kaylei-volleyball-court-shoe-sale-colors,no,no,no,no,home_ok,,118767,145.0
request_to_join_p1_scrape_likely,236.7,Lovability (US),lovabilityinc.com,Stamped;Yotpo,yes,yes,full_bust_lingerie;general_womenswear,Health & Beauty,Department Stores|Erotic|Green (Eco friendly)|Health & Beauty|Lingerie|Hotels & Accommodation,93.48,0.15,74.149,yes,yes,US,https://lovabilityinc.com/,https://lovabilityinc.com/products/waterslyde | https://lovabilityinc.com/products/bath-love-bundle | https://lovabilityinc.com/products/happy-sock,no,no,no,no,home_ok,,32759,115.0
request_to_join_p1_scrape_likely,236.5,SYS US,stretchyourstory.com,Yotpo,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sportswear|Womenswear,64.63,0.18,69.1148,no,no,US,https://stretchyourstory.com/,https://www.stretchyourstory.com/products/buttermelt%E2%84%A2-legging-25 | https://www.stretchyourstory.com/products/butterease%E2%84%A2-legging-25 | https://www.stretchyourstory.com/products/butterflow%E2%84%A2-legging-25,no,no,no,no,home_ok,,117991,145.0
request_to_join_p1_scrape_likely,236.2,"Ulivary Fashion Co.,Ltd",ulivarylife.com,Judge.me,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.31,52.9203,yes,yes,US,https://ulivarylife.com,https://ulivarylife.com/products/dream-blush-stripe-robe-dress-set | https://ulivarylife.com/products/blush-lace-stripe-short-pajama-set-with-pockets | https://ulivarylife.com/products/lavender-lace-stripe-short-pajama-set-with-pockets,no,no,no,no,home_ok,,49637,110.0
request_to_join_p1_scrape_likely,236.2,Etalon,shopetalon.com,Yotpo,yes,yes,full_bust_lingerie,Clothing,Clothing,100.00,0.31,52.9171,yes,yes,US,https://shopetalon.com/products/etalon-posture-bra,https://shopetalon.com/products/etalon-2-0-posture-bands | https://shopetalon.com/products/bra-sweatshirt-bundle | https://shopetalon.com/products/etalon-2-0-posture-bras-bundle,no,no,no,no,home_ok,,84487,110.0
request_to_join_p1_scrape_likely,235.4,PerfectDD,perfectdd.com,Judge.me,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,100.00,0.02,51.974,no,yes,US,https://www.perfectdd.com,https://perfectdd.com/products/hunter-high-impact-sports-bra | https://perfectdd.com/products/franci-l-s-button-down-10 | https://perfectdd.com/products/franci-l-s-button-down,no,no,no,no,home_ok,,93511,130.0
request_to_join_p1_scrape_likely,235.0,La Voie,shoplavoie.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Sportswear|Womenswear,0.00,0.00,0,yes,no,US,https://www.shoplavoie.com/,https://www.shoplavoie.com/products/la-voie-sock-white-corsica | https://www.shoplavoie.com/products/la-voie-sock-white-cocoa | https://www.shoplavoie.com/products/seamless-cropped-zip-up-red-currant,no,no,no,no,home_ok,,124046,145.0
request_to_join_p1_scrape_likely,234.6,Adanola UK,adanola.com,Yotpo;Reviews.io;Okendo;Loox,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sportswear|Womenswear,69.20,0.04,31.9328,no,no,GB,https://adanola.com/,https://adanola.com/products/puffer-pouch-marshmallow-white | https://adanola.com/products/soft-modal-halter-neck-tank-top-white | https://adanola.com/products/soft-modal-square-neck-cami-black | https://adanola.com/products/soft-modal-square-neck-cami-petrol-blue | https://adanola.com/products/soft-modal-halter-neck-tank-olive-green,no,no,no,no,http_200;products_json_6,,23775,145.0
request_to_join_p1_scrape_likely,234.1,Bloomers Intimates LLC,bloomersintimates.com,Judge.me,yes,yes,full_bust_lingerie,Clothing,Clothing,96.72,0.24,48.7753,yes,yes,US,https://www.bloomersintimates.com/,https://bloomersintimates.com/products/leakproof-panties-black | https://bloomersintimates.com/products/black-lace-leakproof-underwear | https://bloomersintimates.com/products/boyshort-underwear-black,no,no,no,no,home_ok,,59333,110.0
maybe_join_manual_review_probe,230.0,Loretta Caponi (US),lorettacaponi.it,unknown,unknown,yes,full_bust_lingerie;general_womenswear,Clothing,Childrenswear|Clothing|Clothing Accessories|Lingerie|Menswear|Womenswear,0.00,0.00,0,no,no,US,https://www.lorettacaponi.it/,,no,no,no,no,http_200;http_404,,85275,230.0
maybe_join_manual_review_probe,230.0,Blackbough Swim,blackboughswim.com,unknown,unknown,yes,swim_shapewear;bottoms_denim_active;general_womenswear,Clothing,Clothing|Clothing Accessories|Sportswear|Womenswear,0.00,0.00,0,no,no,US,https://blackboughswim.com/,,no,no,no,no,http_200;http_404,,122458,230.0
request_to_join_p1_scrape_likely,230.0,LimmiFit (US),limmifit.com,Loox,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Sportswear|Womenswear,0.00,0.00,0,no,yes,US,https://limmifit.com/,https://limmifit.com/products/scallop-high-waisted-leggings | https://limmifit.com/products/scalloped-skort | https://limmifit.com/products/scalloped-edge-sports-bra,no,no,no,no,home_ok,,116537,145.0
request_to_join_p1_scrape_likely,230.0,Colorfulkoala Affiliate Program,colorfulkoala.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Sportswear|Womenswear,0.00,0.00,,no,yes,US,https://colorfulkoala.com/,https://colorfulkoala.com/products/dreamlux-buttery-soft-everyday-workout-leggings-28-w-pockets | https://colorfulkoala.com/products/dreamlux-high-waisted-no-front-seam-25-yoga-leggings-w-contrast-trim | https://colorfulkoala.com/collections/best-selling/products/dreamlux-buttery-soft-high-waist-everyday-workout-leggings-w-pockets-weightless-comfort-7-8-length-25-copy,no,no,no,no,home_ok,,126631,145.0
request_to_join_p1_scrape_likely,230.0,FansJerseyHub,fansjerseyhub1.com,Judge.me,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Childrenswear|Clothing|Clothing Accessories|DIY|Group Buying|Menswear|Sports Equipment|Sportswear|Womenswear,0.00,0.00,0,no,yes,US,https://fansjerseyhub1.com/,https://fansjerseyhub1.com/products/gunners-third-away-soccer-jersey-2025-26 | https://fansjerseyhub1.com/products/bafana-bafana-away-football-jersey-world-cup-2026 | https://fansjerseyhub1.com/products/japan-2026-world-cup-away-soccer-jersey-long-sleeve,no,no,no,no,home_ok,,126139,145.0
request_to_join_p1_scrape_likely,230.0,duoFIT Maternity Activewear,builtlikeamother.com,Judge.me,yes,yes,maternity_postpartum;bottoms_denim_active,Clothing,Clothing,0.00,0.00,0,no,yes,US,https://builtlikeamother.com,https://builtlikeamother.com/products/marathon-long-sleeved-shirt | https://builtlikeamother.com/products/mimi-pullover | https://builtlikeamother.com/products/kit-x-duofit-3-piece-kitmini,no,no,no,no,home_ok,,59661,145.0
request_to_join_p1_scrape_likely,230.0,Viren Ltd,viren-apparel.myshopify.com,Yotpo;Reviews.io,yes,yes,bottoms_denim_active;general_womenswear,Clothing,Clothing|Sportswear|Womenswear,0.00,0.00,0,no,yes,US,https://viren-apparel.myshopify.com,https://viren.com/products/ultimate-comfort-workout-set | https://viren.com/products/higher-power-set-stone-beige | https://viren.com/products/higher-power-set,no,no,no,no,home_ok,,110800,145.0
skip_existing_or_refresh_only,230.0,Springrose,springrose.co,Okendo,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://www.springrose.co,https://www.springrose.co/products/high-waisted-underwear | https://www.springrose.co/products/adaptive-underwear-bundle-2pk | https://www.springrose.co/products/effortless-magnetic-bra-bundle,yes,yes,no,yes,home_ok,,63730,130.0
request_to_join_p1_scrape_likely,230.0,Pickleball Bella (US),pickleballbella.com,Stamped,yes,yes,bottoms_denim_active;general_womenswear,Sportswear,Clothing|Clothing Accessories|Sports Equipment|Sportswear,100.00,1.28,75.1275,no,no,US,https://pickleballbella.com/,https://pickleballbella.com/products/captiva-large-white-pearl-pickleball-sunglasses | https://pickleballbella.com/products/captiva-large-emerald-green-pickleball-sunglasses | https://pickleballbella.com/products/captiva-emerald-green-pickleball-sunglasses,no,no,no,no,home_ok,,123352,110.0
request_to_join_p1_scrape_likely,230.0,JuJu Jams,jujujams.com,Yotpo,yes,yes,full_bust_lingerie;general_womenswear,Clothing,Clothing,0.00,0.00,0,yes,yes,US,https://JuJuJams.com,https://JuJuJams.com/products/emily-robe | https://JuJuJams.com/products/milly-pant-with-ruffle-clearance | https://JuJuJams.com/products/sally-ruffle-petal-nightgown-clearance,no,no,no,no,home_ok,,97353,130.0
