priority,merchant_group,merchant_group_id,primary_domains,triage_bucket,reason,pricing,source_rows,review_photo_check,avg_conversion_rate_examples,avg_commission_rate_examples,avg_order_value_examples,calibration_batch_order,category_evidence_url,sample_pdp_urls,size_importance,size_basis,reviews_present,photo_reviews,review_provider,review_photo_evidence,ships_to_country_codes,shipping_geo_status,shipping_geo_evidence_url,shipping_geo_evidence_basis,primary_market_country,product_url_geo_inheritance,scrape_feasibility,anti_bot_or_login_notes,next_action,checked_at
P2,Discount Italian Shoes,152722,discountitalianshoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Discrete Clothing,54294,discreteclothing.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Divasya-Yoga,232620,divasya-yoga.de,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,dockers shoes,105253,dockersshoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,dogo-shoes.com,93786,dogo-shoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Dr.Scholls Shoes,3441,drscholls.com; drschollsshoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.98%,5.62%,$42.42,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Dream Pair Shoes,144663,dreampairshoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Dress,280971,dressto.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Dress A Med,118035,dressamed.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Dress Up America (US),282075,dressupamerica.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,4.35%,8.0%,$80.9,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Dress-for-Less.de,142978,dress-for-less.de; dress-for-less.dk; dress-for-less.fr; dress-for-less.nl,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Duck Head Apparel,284914,duckhead.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,14.55%,20.0%,$190.38,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Duo Boots,5280,duoboots.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,7.25%,5.0%,$66.67,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Dynamite Clothing,45995,dynamiteclothing.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.97%,6.53%,$95.78,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,earth® shoes,149814,earthshoes.ca; earthshoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,4.88%,6.0%,$84.15,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,ECCO Shoes,262786,eccoshoes.co.nz,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,ECCO Shoes Pacific,94541,au.ecco.com; au.shop.ecco.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.12%,5.0%,$138.86,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Ego Shoes,120382,egoshoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,4.95%,1.45%,$64.41,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,ekn footwear,133949,eknfootwear.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,ELSE Lingerie,183185,elselingerie.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Elwood Clothing,146142,elwoodclothing.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.22%,0.8%,$87.64,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,EnVie Lingerie,30511,envie4u.co.uk,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Esska Shoes,228063,esskashoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,15.0%,3.0%,$284.33,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Etela Petite,282429,etelapetite.com; etelapetite.myshopify.com; mveekb-wt.myshopify.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,ETO Jeans,52391,etojeans.co.uk,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,ETO Jeans UK,52366,etojeans.co.uk,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Evolve Clothing,153863,evolveclothing.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,20.0%,3.0%,$76.9,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,EXE Jeans,223647,exejeans.cz,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.33%,20.0%,$62.7,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Famous Footwear,568,famousfootwear.ca; famousfootwear.com; secure.famousfootwear.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,9.31%,0.99%,$55.49,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,fancy dress worldwide,106902,fancydressworldwide.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,fantasy lingerie,1501,fantasylingerie.com.au,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Fidelity Denim,198375,fidelitydenim.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Fini Shoes,160084,fini.shoes; finibrand.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Flametree Yoga Studio,231974,flametreeyogastudio.com.au,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Flux Footwear,194617,fluxfootwear.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Forever New Clothing,46714,forevernew.com.au,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,4.81%,4.85%,$61.95,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Formal Dress Shops,160925,formaldressshops.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,0.39%,15.0%,$190.48,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Foxy Intimates LLC,165173,foxylingerie.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Frederick's of Hollywood Lingerie,35454,fredericks.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Freelance Shoes,226509,freelanceshoes.com.au,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Full Bums Swimwear,223874,fullbumsswimwear.com.au,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,g4free activewear,251790,g4free.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,16.67%,20.0%,$42.66,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Galway Bay Apparel,260473,galwaybaygolf.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,17.84%,3.0%,$169.85,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Gas Jeans,11915,gasjeans.com; gasjeans.in,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,GhostCircus Apparel,151829,ghostcircusapparel.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Girotti Shoes US,126880,girottishoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Glance,280463,glance-underwear.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,GLOBO Shoes,46263,globoshoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Gloria Jeans RU,148444,gloria-jeans.ru,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Goodlife Clothing,182876,goodlifeclothing.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Gooseberry Intimates Ltd,183737,gooseberryintimates.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,4.59%,10.0%,$121.78,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Grey State Apparel,159681,greystateapparel.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Groceries Apparel,115882,groceriesapparel.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.22%,10.0%,$687.0,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hampden Clothing,44088,hampdenclothing.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hanes Underwear,14536,hanes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,9.78%,8.91%,$29.27,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hangzhou Mi Le Xiang Shan Clothing Co.Ltd,140154,shop.mukzin.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hapari Swimwear,53743,hapari.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,harley davidson footwear,70309,harley-davidsonfootwear.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Harris Shoes,280432,eu.harrisshoes.it,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Healing Hands Scrubs,280951,healinghandsscrubs.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,HELM BOOTS,121942,helmboots.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Herring Shoes,170345,herring-shoes.com; herringshoes.co.uk,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hey Dude Shoes,53185,heydude.com; heydudeshoesusa.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,6.45%,3.81%,$84.91,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hike Footwear,231852,hike-footwear.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,His Room Underwear,9110,hisroom.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.32%,15.0%,$24.29,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hiut Denim (UK),282194,hiutdenim.co.uk,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hometown Apparel,140693,hometownapparel.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,11.25%,13.55%,$48.17,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hotter Shoes UK,35003,hotter.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hotter Shoes US,64438,hotterusa.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Howitzer Clothing,223603,howitzerclothing.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,36.11%,10.0%,$145.78,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hudson Jeans,27292,hudsonjeans.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,1.33%,6.35%,$227.7,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hudson Shoes,51152,hudsonshoes.com; swc-hudson-shoes.myshopify.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hunkemöller - Internationale Lingerie,50329,hunkemoller.at; hunkemoller.be; hunkemoller.ch; hunkemoller.com; hunkemoller.de,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,2.41%,5.99%,$35.85,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Hunter,35692,hunter-boot.com; hunterboots.co.uk; hunterboots.com; us.hunterboots.com; usa.hunter-boot.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,8.47%,3.04%,$113.41,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,I Am Denim,255031,iamdenim.co.uk,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Icone Lingerie,146708,icone-lingerie.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Impetus Underwear,232578,impetusunderwear.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Indestructible Shoes LLC,138268,indestructibleshoes.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,"Inez Shoes, LLC",224232,inez-nyc.myshopify.com; inez.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPA+CPC,2,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,45.64%,9.43%,$302.49,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,infinite earth apparel,63350,infiniteearth.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Infinity Scrubs,222709,infinityscrubs.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Inlaw Clothing,159627,walniclothing.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
P2,Innovate Comfort Shoe Store,41646,innovateistore.com,target_womens_fit_apparel_candidate,Keyword-matched apparel/footwear/swim/intimates category where size/fit affects purchase.,CPC,1,check PDP and review endpoint/widget for customer-uploaded images; mark yes/no/unknown,,,,,,,,,,,,,,unknown,,,,unknown,,,verify_category_reviews_shipping,
